GVKEY,DATADATE,POINTDATE,qtrsback,conm,datacqtr,ACTQh,ACTQh_dc,AOQh,AOQh_dc,APQh,APQh_dc,ATQh,ATQh_dc,CEQQh,CEQQh_dc,CHEQh,CHEQh_dc,DLTTQh,DLTTQh_dc,DOQh,DOQh_dc,DVPQh,DVPQh_dc,DVQh,DVQh_dc,IBADJQh,IBADJQh_dc,IBCOMQh,IBCOMQh_dc,IBQh,IBQh_dc,ICAPTQh,ICAPTQh_dc,LCOQh,LCOQh_dc,LCTQh,LCTQh_dc,LOQh,LOQh_dc,LTQh,LTQh_dc,NIQh,NIQh_dc,NOPIQh,NOPIQh_dc,PIQh,PIQh_dc,PPENTQh,PPENTQh_dc,PSTKQh,PSTKQh_dc,PSTKRQh,PSTKRQh_dc,SALEQh,SALEQh_dc,SEQQh,SEQQh_dc,TEQQh,TEQQh_dc,TXTQh,TXTQh_dc,XIDOQh,XIDOQh_dc
012141,20180331,20180430,0,MICROSOFT CORP,Q1Y18,156659,,54050,,7623,,245497,,79239,,132270,,83381,,0,,0,,9473,,7424,,7424,,7424,,162620,,32456,,46133,,34327,,166258,,7424,,1040,,8641,,34788,,0,,0,,26819,,79239,,79239,,1217,,0,
012142,20180228,20180331,0,ORACLE CORP,Q1Y18,77732,,54565,,603,,138201,,47789,,70455,,56224,,0,,0,,2362,,-4024,,-4024,,-4024,,104496,,12874,,17968,,15737,,89929,,-4024,,460,,3336,,5904,,0,,0,,9770,,47789,,48272,,7324,,0,
012142,20180228,20180430,0,ORACLE CORP,Q1Y18,77732,,54565,,603,,138201,,47789,,70455,,56224,,0,,0,,2362,,-4024,,-4024,,-4024,,104496,,12874,,17968,,15737,,89929,,-4024,,460,,3336,,5904,,0,,0,,9770,,47789,,48272,,7324,,0,
012171,20180131,20180331,0,TECH DATA CORP,Q4Y17,10092.69,,2280.855,,6947.282,,12652.636,,2921.492,,955.628,,1505.248,,0,,0,,0,,1.26,,1.26,,1.26,,4426.74,,917.174,,7997.117,,228.779,,9731.144,,1.26,,-1.814,,124.739,,279.091,,0,,0,,11092.529,,2921.492,,2921.492,,123.479,,0,
012171,20180131,20180430,0,TECH DATA CORP,Q4Y17,10092.69,,2280.855,,6947.282,,12652.636,,2921.492,,955.628,,1505.248,,0,,0,,0,,1.26,,1.26,,1.26,,4426.74,,917.174,,7997.117,,228.779,,9731.144,,1.26,,-1.814,,124.739,,279.091,,0,,0,,11092.529,,2921.492,,2921.492,,123.479,,0,
012379,20180131,20180331,0,AMERICAN WOODMARK CORP,Q4Y17,415.068,,1063.368,,65.052,,1701.989,,562.646,,147.624,,881.585,,0,,0,,0,,1.996,,1.996,,1.996,,1444.231,,102.78,,182.696,,11.493,,1139.343,,1.996,,0.542,,3.764,,223.553,,0,,0,,292.791,,562.646,,562.646,,1.768,,0,
012379,20180131,20180430,0,AMERICAN WOODMARK CORP,Q4Y17,415.068,,1063.368,,65.052,,1701.989,,562.646,,147.624,,881.585,,0,,0,,0,,1.996,,1.996,,1.996,,1444.231,,102.78,,182.696,,11.493,,1139.343,,1.996,,0.542,,3.764,,223.553,,0,,0,,292.791,,562.646,,562.646,,1.768,,0,
012384,20180331,20180430,0,ROYAL DUTCH SHELL PLC,Q1Y18,98046,,86345,,49405,,410719,,197331,,21927,,73630,,0,,0,,3971,,5899,,5899,,5899,,274943,,9135,,81589,,41056,,209406,,5899,,1879,,8367,,226328,,0,,0,,89235,,197331,,201313,,2336,,0,
012395,20180131,20180331,0,TOLL BROTHERS INC,Q4Y17,,,650.423,,287.392,,9617.899,,4458.994,,543.594,,3491.48,,0,,0,,12.293,,132.107,,132.107,,132.107,,7956.37,,715.055,,,,620.738,,5153.009,,132.107,,77.046,,131.598,,363.966,,0,,0,,1219.994,,4458.994,,4464.89,,-0.509,,0,
012395,20180131,20180430,0,TOLL BROTHERS INC,Q4Y17,,,650.423,,287.392,,9617.899,,4458.994,,543.594,,3491.48,,0,,0,,12.293,,132.107,,132.107,,132.107,,7956.37,,715.055,,,,620.738,,5153.009,,132.107,,77.046,,131.598,,363.966,,0,,0,,1219.994,,4458.994,,4464.89,,-0.509,,0,
012540,20180228,20180331,0,ADOBE SYSTEMS INC,Q1Y18,7480.814,,6500.997,,131.09,,14973.485,,8634.028,,6147.97,,1874.794,,0,,0,,0,,583.076,,583.076,,583.076,,10508.822,,3394.788,,3536.469,,928.194,,6339.457,,583.076,,19.668,,702.502,,991.674,,0,,0,,2078.947,,8634.028,,8634.028,,119.426,,0,
012540,20180228,20180430,0,ADOBE SYSTEMS INC,Q1Y18,7480.814,,6500.997,,131.09,,14973.485,,8634.028,,6147.97,,1874.794,,0,,0,,0,,583.076,,583.076,,583.076,,10508.822,,3394.788,,3536.469,,928.194,,6339.457,,583.076,,19.668,,702.502,,991.674,,0,,0,,2078.947,,8634.028,,8634.028,,119.426,,0,
012689,20180228,20180430,0,KB HOME,Q1Y18,,,671.242,,193.74,,4957.101,,1852.722,,560.806,,1787.234,,0,,0,,2.322,,-71.255,,-71.255,,-71.255,,3639.956,,265.547,,,,285.522,,3104.379,,-71.255,,40.521,,46.045,,20.807,,0,,0,,871.623,,1852.722,,1852.722,,117.3,,0,
012717,20180131,20180430,0,ITUS CORP,Q4Y17,5.775,,1.665,,0.417,,7.491,,6.436,,5.497,,0,,0,,0,,0,,-1.838,,-1.838,,-1.838,,6.404,,0.67,,1.087,,0,,1.087,,-1.838,,0.009,,-1.865,,0.051,,0,,0,,0,,6.436,,6.404,,0,,0,
012722,20180131,20180430,0,INTERNATIONAL BALER CORP,Q4Y17,9.416,,0.027,,0.54,,10.768,,9.072,,5.106,,0,,0,,0,,0,,0.199,,0.199,,0.199,,9.072,,1.156,,1.696,,0,,1.696,,0.199,,0.003,,0.308,,1.325,,0,,0,,4.011,,9.072,,9.072,,0.109,,0,
012976,20180131,20180430,0,SEARS HOMETOWN & OUTLET STR,Q4Y17,368.499,,8.14,,15.741,,412.688,,175.539,,10.402,,0.346,,0,,0,,0,,-33.244,,-33.244,,-33.244,,175.885,,80.957,,234.865,,1.938,,237.149,,-33.244,,0.181,,-33.374,,36.049,,0,,0,,395.774,,175.539,,175.539,,-0.13,,0,
013128,20180131,20180430,0,ECOLOGY AND ENVIRONMENT INC,Q4Y17,50.735,,2.462,,5.245,,57.558,,37.943,,19.193,,0.061,,0,,0,,0.86,,-0.768,,-0.768,,-0.768,,39.907,,11.578,,17.319,,0.329,,17.712,,-0.768,,-0.018,,-0.286,,4.361,,0,,0,,25.083,,37.943,,39.846,,0.311,,0,
013200,20180131,20180331,0,PHOTRONICS INC,Q4Y17,492.357,,40.792,,54.973,,1081.456,,777.433,,348.56,,57.366,,0,,0,,0,,5.898,,5.898,,5.898,,975.813,,29.841,,88.073,,17.57,,163.009,,5.898,,-3.531,,7.703,,548.307,,0,,0,,123.446,,777.433,,918.447,,-1.778,,0,
013200,20180131,20180430,0,PHOTRONICS INC,Q4Y17,492.357,,40.792,,54.973,,1081.456,,777.433,,348.56,,57.366,,0,,0,,0,,5.898,,5.898,,5.898,,975.813,,29.841,,88.073,,17.57,,163.009,,5.898,,-3.531,,7.703,,548.307,,0,,0,,123.446,,777.433,,918.447,,-1.778,,0,
013323,20180131,20180228,0,SANDERSON FARMS INC,Q4Y17,819.519,,6.995,,104.99,,1722.224,,1478.331,,388.896,,0,,0,,0,,0,,50.474,,51.206,,51.206,,1478.331,,63.911,,175.55,,10.481,,243.893,,51.206,,0.421,,17.17,,895.71,,0,,0,,771.948,,1478.331,,1478.331,,-34.036,,0,
013323,20180131,20180331,0,SANDERSON FARMS INC,Q4Y17,819.519,,6.995,,104.99,,1722.224,,1478.331,,388.896,,0,,0,,0,,0,,50.474,,51.206,,51.206,,1478.331,,63.911,,175.55,,10.481,,243.893,,51.206,,0.421,,17.17,,895.71,,0,,0,,771.948,,1478.331,,1478.331,,-34.036,,0,
013323,20180131,20180430,0,SANDERSON FARMS INC,Q4Y17,819.519,,6.995,,104.99,,1722.224,,1478.331,,388.896,,0,,0,,0,,0,,50.474,,51.206,,51.206,,1478.331,,63.911,,175.55,,10.481,,243.893,,51.206,,0.421,,17.17,,895.71,,0,,0,,771.948,,1478.331,,1478.331,,-34.036,,0,
013421,20180331,20180430,0,CADENCE DESIGN SYSTEMS INC,Q1Y18,1069.943,,1166.92,,210.784,,2486.673,,1142.298,,752.434,,344.766,,0,,0,,0,,72.885,,72.885,,72.885,,1487.064,,310.639,,866.249,,133.36,,1344.375,,72.885,,-0.689,,78.169,,249.81,,0,,0,,517.313,,1142.298,,1142.298,,5.284,,0,
013498,20180228,20180331,0,CARNIVAL CORP/PLC (USA),Q1Y18,1667,,4747,,795,,41441,,24382,,453,,7444,,0,,0,,323,,391,,391,,391,,31826,,5942,,8851,,764,,17059,,391,,27,,390,,35027,,0,,0,,4232,,24382,,24382,,-1,,0,
013498,20180228,20180430,0,CARNIVAL CORP/PLC (USA),Q1Y18,1667,,4747,,795,,41441,,24382,,453,,7444,,0,,0,,323,,391,,391,,391,,31826,,5942,,8851,,764,,17059,,391,,27,,390,,35027,,0,,0,,4232,,24382,,24382,,-1,,0,
013602,20180131,20180430,0,AMERICA'S CAR-MART INC,Q4Y17,,,5.286,,14.071,,456.337,,234.756,,0.534,,148.172,,0,,0,,0,,13.369,,13.369,,13.369,,383.428,,14.479,,,,28.58,,221.081,,13.369,,18.964,,5.823,,29.201,,0,,0,,128.166,,234.756,,234.856,,-7.556,,0,
013646,20180131,20180331,0,TIFFANY & CO,Q4Y17,3983.3,,494.3,,201.5,,5468.1,,3233.4,,1291.2,,882.9,,0,,0,,242.6,,61.9,,61.9,,61.9,,4131.1,,313.3,,724.8,,611.2,,2219.9,,61.9,,-5.8,,301.4,,990.5,,0,,0,,1334.4,,3233.4,,3248.2,,239.5,,0,
013646,20180131,20180430,0,TIFFANY & CO,Q4Y17,3983.3,,494.3,,201.5,,5468.1,,3233.4,,1291.2,,882.9,,0,,0,,242.6,,61.9,,61.9,,61.9,,4131.1,,313.3,,724.8,,611.2,,2219.9,,61.9,,-5.8,,301.4,,990.5,,0,,0,,1334.4,,3233.4,,3248.2,,239.5,,0,
013683,20180331,20180430,0,TELEFONICA SA,Q1Y18,25674.88,,74256.336,,17336.704,,141400.336,,21840.896,,5940.704,,60183.2,,0,,0,,412.72,,757.976,,1031.184,,1031.184,,93715.776,,2763.376,,31705.52,,13241.536,,107867.76,,1031.184,,275.968,,1551.088,,41469.12,,0,,0,,15018.08,,21840.896,,33532.576,,442.288,,0,
013759,20180331,20180430,0,MERITAGE HOSPITALITY GROUP,Q1Y18,,,,,,,,,,,,,,,0,,0.156,,,,1.244,,1.244,,1.4,,,,,,,,,,,,1.4,,,3,,3,,,,,,,99.7,,,,,,,3,0,
014018,20180131,20180430,0,QUARTZ MOUNTAIN RESOURCES,Q4Y17,0.126,,0,,0.004,,0.126,,-2.247,,0.108,,0,,0,,0,,0,,-0.048,,-0.048,,-0.048,,-2.247,,2.369,,2.373,,0,,2.373,,-0.048,,0,,-0.048,,0,,0,,0,,0,,-2.247,,-2.247,,0,,0,
014018,20180131,20180430,0,QUARTZ MOUNTAIN RESOURCES,Q4Y17,0.126,,0,,0.004,,0.126,,-2.247,,0.108,,0,,0,,0,,0,,-0.048,,-0.048,,-0.048,,-2.247,,2.369,,2.373,,0,,2.373,,-0.048,,0,,-0.048,,0,,0,,0,,0,,-2.247,,-2.247,,0,,0,
014225,20180331,20180430,0,FASTENAL CO,Q1Y18,2060.3,,80.3,,148.1,,3029.6,,2172,,137.1,,391.9,,0,,0,,106.4,,174.3,,174.3,,174.3,,2563.9,,199.7,,403,,0,,857.6,,174.3,,-0.3,,231.9,,889,,0,,0,,1185.8,,2172,,2172,,57.6,,0,
014477,20180331,20180430,0,WASTE MANAGEMENT INC,Q1Y18,2491,,7978,,791,,22106,,6044,,52,,8901,,0,,0,,206,,396,,396,,396,,14966,,1526,,3373,,2509,,16041,,396,,-3,,511,,11637,,0,,0,,3511,,6044,,6065,,116,,0,
014489,20180131,20180430,0,DELL TECHNOLOGIES INC,Q4Y17,38957,,77934,,18334,,122281,,9326,,16129,,43998,,0,,0,,0,,-511,,-511,,-511,,59369,,18456,,45892,,17020,,106910,,-511,,41,,-876,,5390,,384,,384,,21935,,9710,,15371,,-323,,0,
014603,20180131,20180430,0,AVID BIOSERVICES INC,Q4Y17,41.029,,2.503,,1.911,,69.857,,31.517,,17.938,,0,,-2.076,,1.442,,3.244,,-10.37,,-10.37,,-8.928,,31.519,,34.363,,36.274,,2.064,,38.338,,-11.004,,0.028,,-8.928,,26.325,,0.002,,0,,6.819,,31.519,,31.519,,0,,-2.076,
014824,20180331,20180430,0,CINCINNATI FINANCIAL CORP,Q1Y18,,,17989,,,4,21470,,7946,,1061,,829,,0,,0,,80,,-31,,-31,,-31,,8775,,0,,,,12019,,13524,,-31,,0,,-50,,186,,0,,0,,1224,,7946,,7946,,-19,,0,
014954,20180228,20180430,0,LINDSAY CORP,Q1Y18,313.355,,136.321,,46.599,,522.354,,273.06,,102.211,,116.673,,0,,0,,6.444,,1.735,,1.735,,1.735,,389.733,,55.066,,104.522,,26.92,,249.294,,1.735,,-0.295,,5.676,,72.678,,0,,0,,130.339,,273.06,,273.06,,3.941,,0,
014983,20180131,20180430,0,CHAMPIONS ONCOLOGY INC,Q4Y17,4.189,,0.926,,1.961,,7.095,,0.472,,1.062,,0.023,,0,,0,,0,,-0.076,,-0.076,,-0.076,,0.495,,4.19,,6.177,,0.423,,6.623,,-0.076,,-0.007,,-0.073,,1.98,,0,,0,,5.082,,0.472,,0.472,,0.003,,0,
015044,20180131,20180430,0,WORKDAY INC,Q4Y17,3956.978,,443.837,,20.998,,4947.424,,1580.365,,3267.85,,1149.845,,0,,0,,0,,-89.1,,-89.1,,-89.1,,2730.21,,1696.367,,2058.874,,158.34,,3367.059,,-89.1,,13.934,,-88.431,,546.609,,0,,0,,582.48,,1580.365,,1580.365,,0.669,,0,
015420,20180131,20180430,0,AMBARELLA INC,Q4Y17,493.283,,46.917,,19.815,,546.649,,482.187,,434.6,,0,,0,,0,,0,,1.261,,1.261,,1.261,,482.187,,32.485,,53.236,,9.933,,64.462,,1.261,,0.602,,1.993,,6.449,,0,,0,,70.575,,482.187,,482.187,,0.732,,0,
015520,20180131,20180430,0,SIGNET JEWELERS LTD,Q4Y17,3446.1,,1515.6,,237,,5839.6,,2499.8,,225.1,,688.2,,0,,8.3,,111.2,,343,,343,,351.3,,3801.6,,736.6,,1037.2,,908.5,,2726.2,,351.3,,39.5,,313.5,,877.9,,613.6,,613.6,,2293.1,,3113.4,,3113.4,,-37.8,,0,
015580,20180131,20180331,0,BANK OF MONTREAL,Q4Y17,,,164629.464,,386858.375,,592132.921,,31390.222,,125427.479,,5257.464,,0,,36.606,,513.3,,754.901,,754.901,,791.507,,40096.803,,9757.586,,,,61390.222,,557293.582,,791.507,,35.793,,1411.372,,1598.471,,3449.117,,0,,6061.173,,34839.339,,34839.339,,619.865,,0,
015580,20180131,20180331,0,BANK OF MONTREAL,Q4Y17,,,164629.464,,386858.375,,592132.921,,31390.222,,125427.479,,5257.464,,0,,36.606,,513.3,,754.901,,754.901,,791.507,,40096.803,,9757.586,,,,61390.222,,557293.582,,791.507,,35.793,,1411.372,,1598.471,,3449.117,,0,,6061.173,,34839.339,,34839.339,,619.865,,0,
015580,20180131,20180430,0,BANK OF MONTREAL,Q4Y17,,,164629.464,,386858.375,,592132.921,,31390.222,,125427.479,,5257.464,,0,,36.606,,513.3,,754.901,,754.901,,791.507,,40096.803,,9757.586,,,,61390.222,,557293.582,,791.507,,35.793,,1411.372,,1598.471,,3449.117,,0,,6061.173,,34839.339,,34839.339,,619.865,,0,
015580,20180131,20180430,0,BANK OF MONTREAL,Q4Y17,,,164629.464,,386858.375,,592132.921,,31390.222,,125427.479,,5257.464,,0,,36.606,,513.3,,754.901,,754.901,,791.507,,40096.803,,9757.586,,,,61390.222,,557293.582,,791.507,,35.793,,1411.372,,1598.471,,3449.117,,0,,6061.173,,34839.339,,34839.339,,619.865,,0,
016009,20180131,20180430,0,SPORTSMANS WAREHOUSE HLDGS,Q4Y17,280.755,,4.871,,46.732,,379.661,,49.798,,1.769,,132.349,,0,,0,,0,,5.887,,5.887,,5.887,,182.147,,45.251,,155.551,,41.963,,329.863,,5.887,,0,,12.922,,94.035,,0,,0,,243.165,,49.798,,49.798,,7.035,,0,
016453,20180228,20180430,0,NEOGEN CORP,Q1Y18,352.204,,170.883,,19.654,,595.601,,541.655,,192.155,,0,,0,,0,,0,,16.586,,16.586,,16.586,,541.935,,16.679,,37.293,,4.973,,53.666,,16.586,,0.753,,17.281,,72.514,,0,,0,,95.892,,541.655,,541.935,,0.7,,0,
016476,20180228,20180430,0,LEVI STRAUSS & CO,Q1Y18,1983.064,,820.293,,305.219,,3218.309,,550.478,,590.23,,1078.695,,0,,0,,45,,-19.012,,-19.012,,-19.012,,1795.331,,537.373,,909.816,,513.162,,2501.673,,-19.012,,-9.577,,149.025,,414.952,,160.036,,160.036,,1343.685,,710.514,,716.636,,167.654,,0,
016603,20180331,20180430,0,NESTLE SA/AG,Q1Y18,,,,,,,,,,,,,,,,2,,2,,,,2,,2,,2,,,,,,,,,,,,2,,2,,2,,,,,,,22308.015,,,,,,,2,,2
016829,20180331,20180430,0,PINNACLE BANCSHARES,Q1Y18,,,109.317,,194.875,,230.176,,25.397,,14.809,,9.093,,0,,0,,0.115,,0.613,,0.613,,0.613,,34.49,,,,,,0.811,,204.779,,0.613,,-0.349,,0.733,,6.337,,0,,0,,2.434,,25.397,,25.397,,0.12,,0,
016957,20180331,20180430,0,HARLEYSVILLE FINANCIAL CORP,Q1Y18,,,,,583.679,,773.975,,70.339,,,,0,,0,,0,,,,1.579,,1.579,,1.579,,70.339,,,,,,7.632,,703.636,,1.579,,,3,2.089,,,,0,,0,,8.033,,70.339,,70.339,,0.51,,0,
017349,20180131,20180430,0,SKKYNET CLOUD SYSTEMS INC,Q4Y17,0.811,,0.012,,0.076,,0.828,,0.413,,0.585,,0,,0,,0.003,,0,,-0.172,,-0.172,,-0.169,,0.607,,0.145,,0.221,,0,,0.221,,-0.169,,-0.021,,-0.169,,0.005,,0.194,,0,,0.383,,0.607,,0.607,,0,,0,
017812,20180131,20180331,0,HD SUPPLY HOLDINGS INC,Q4Y17,1875,,2118,,377,,4318,,1466,,558,,2176,,9,,0,,0,,-18,,-18,,-18,,3642,,233,,621,,55,,2852,,-9,,1,,83,,325,,0,,0,,1183,,1466,,1466,,101,,9,
017812,20180131,20180430,0,HD SUPPLY HOLDINGS INC,Q4Y17,1875,,2118,,377,,4318,,1466,,558,,2176,,9,,0,,0,,-18,,-18,,-18,,3642,,233,,621,,55,,2852,,-9,,1,,83,,325,,0,,0,,1183,,1466,,1466,,101,,9,
017987,20180331,20180430,0,ELMIRA SVGS BANK ELMIRA/NY,Q1Y18,,,72.006,,456.322,,553.259,,47.135,,16.563,,35,,0,,0,,,,1.131,,1.131,,1.131,,56.887,,,,,,5.05,,496.372,,1.131,,,3,1.415,,16.667,,9.7,,0,,6.278,,56.835,,56.887,,0.284,,0,
018035,20180331,20180430,0,EXCHANGE BK SANTA ROSA CALIF,Q1Y18,,,862.974,,2427.902,,2673.516,,208.197,,315.691,,0,,0,,0,,,,11.1,,11.1,,11.1,,208.197,,,,,,37.417,,2465.319,,11.1,,,3,,3,18.207,,0,,0,,,3,208.197,,208.197,,4.407,,0,
018094,20180331,20180430,0,FARMERS & MERCHANTS BANK/CA,Q1Y18,,,2939.41,,5473.451,,7114.221,,976.012,,183.315,,0,,0,,0,,,,21.034,,21.034,,21.034,,976.012,,,,,,22.965,,6138.209,,21.034,,,3,28.901,,96.52,,0,,0,,68.477,,976.012,,976.012,,7.867,,0,
018675,20180131,20180430,0,BURLINGTON STORES INC,Q4Y17,1100.433,,577.624,,736.252,,2812.829,,86.774,,161.086,,1113.808,,0,,0,,0,,240.703,,240.703,,240.703,,1200.582,,370.215,,1119.631,,313.13,,2726.055,,240.703,,1.94,,222.833,,1134.772,,0,,0,,1944.272,,86.774,,86.774,,-17.87,,0,
018683,20180131,20180430,0,SCIENCE APPLICATIONS INTL CP,Q4Y17,950,,1062,,397,,2073,,327,,144,,983,,0,,0,,54,,51,,51,,51,,1310,,257,,695,,45,,1746,,51,,1,,51,,61,,0,,0,,1128,,327,,327,,0,,0,
018689,20180131,20180430,0,VEEVA SYSTEMS INC,Q4Y17,1008.136,,136.588,,6.944,,1197.008,,871.527,,761.962,,0,,0,,0,,0,,33.706,,33.706,,33.706,,871.527,,305.652,,314.676,,6.977,,325.481,,33.706,,3.033,,37.92,,52.284,,0,,0,,184.919,,871.527,,871.527,,4.214,,0,
019402,20180131,20180430,0,G-III APPAREL GROUP LTD,Q4Y17,959.601,,857.719,,232.364,,1915.177,,1120.689,,45.776,,391.044,,0,,0,,0,,-0.542,,-0.542,,-0.542,,1511.733,,95.055,,347.167,,40.389,,794.488,,-0.542,,0.086,,11.929,,97.857,,0,,0,,714.898,,1120.689,,1120.689,,12.471,,0,
019581,20180131,20180430,0,LANDS' END INC,Q4Y17,606.753,,380.881,,155.874,,1124.135,,307.093,,197.937,,486.248,,0,,0,,0,,39.752,,39.752,,39.752,,793.341,,95.107,,256.131,,15.526,,817.042,,39.752,,-2.316,,17.883,,136.501,,0,,0,,510.633,,307.093,,307.093,,-21.869,,0,
019762,20180228,20180430,0,EXEO ENTERTAINMENT INC,Q1Y18,0.309,,0,,0.028,,0.343,,-2.663,,0.152,,0.018,,0,,0.041,,0,,-0.317,,-0.317,,-0.276,,-0.879,,1.11,,1.222,,0,,1.24,,-0.276,,-0.007,,-0.276,,0.034,,1.766,,1.766,,0.003,,-0.897,,-0.897,,0,,0,
019860,20180331,20180430,0,W T B FINANCIAL CORP,Q1Y18,,,1420.895,,5480.126,,6281.292,,538.057,,956.033,,0,,0,,0,,,,18.845,,18.845,,18.845,,538.057,,,,,,40.557,,5743.235,,18.845,,,3,24.313,,52.362,,0,,0,,69.165,,538.057,,538.057,,5.468,,0,
020059,20180131,20180430,0,FIRST REAL ESTATE INV TR NJ,Q4Y17,,,364.744,,3.899,,397.106,,18.811,,21.717,,351.089,,0,,0,,0,,-0.357,,-0.357,,-0.357,,374.538,,0,,,,18.669,,373.657,,-0.357,,0,,-0.92,,,4,0,,0,,14.249,,18.811,,23.449,,0,,0,
020088,20180131,20180430,0,BOX INC,Q4Y17,399.189,,30.4,,17.036,,553.566,,14.968,,208.076,,66.98,,0,,0,,0,,-32.665,,-32.665,,-32.665,,81.948,,358.087,,393.967,,77.651,,538.598,,-32.665,,0.229,,-32.469,,123.977,,0,,0,,136.675,,14.968,,14.968,,0.196,,0,
020232,20180131,20180331,0,KEYSIGHT TECHNOLOGIES INC,Q4Y17,2275,,3236,,229,,6050,,2484,,980,,2028,,0,,0,,0,,94,,94,,94,,4512,,602,,886,,652,,3566,,94,,7,,-23,,539,,0,,0,,837,,2484,,2484,,-117,,0,
020232,20180131,20180430,0,KEYSIGHT TECHNOLOGIES INC,Q4Y17,2275,,3236,,229,,6050,,2484,,980,,2028,,0,,0,,0,,94,,94,,94,,4512,,602,,886,,652,,3566,,94,,7,,-23,,539,,0,,0,,837,,2484,,2484,,-117,,0,
020288,20180131,20180430,0,HERON LAKE BIOENERGY LLC,Q4Y17,13.365,,0.733,,2.371,,59.686,,53.062,,1.172,,0.954,,0,,0,,8.567,,0.862,,0.862,,0.862,,55.543,,0.476,,4.143,,0,,5.097,,0.862,,0.28,,0.978,,45.588,,0,,0,,27.972,,53.062,,54.589,,0,,0,
020356,20180331,20180430,0,FORD MOTOR CO-PRE FASB,Q1Y18,47253,,38422,,24126,,123228,,36400,,27597,,12670,,0,,0,,1113,,1736,,1736,,1736,,49204,,22077,,49954,,23920,,86694,,1736,,1696,,1919,,37553,,0,,0,,39012,,36400,,36436,,174,,0,
020360,20180331,20180430,0,TEXTRON INC-PRE FASB,Q1Y18,6821,,4500,,1229,,14032,,5692,,688,,3083,,0,,0,,5,,189,,189,,189,,8775,,2104,,3349,,1908,,8340,,189,,25,,218,,2711,,0,,0,,3280,,5692,,5692,,29,,0,
020548,20180331,20180430,0,CABOT OIL & GAS CORP,Q1Y18,1236.118,,156.031,,50.94,,4538.401,,2406.516,,964.928,,1218.231,,0,,0,,27.647,,117.231,,117.231,,117.231,,3624.747,,155.442,,510.491,,111.883,,2131.885,,117.231,,-42.157,,156.872,,3146.252,,0,,0,,473.227,,2406.516,,2406.516,,39.641,,0,
020655,20180331,20180430,0,NEXTERA ENERGY PARTNERS LP,Q1Y18,1290,,1757,,,4,8286,,1700,,267,,3518,,0,,6,,3,,73,,73,,79,,7083,,891,,992,,206,,4721,,79,,11,,-2,,5239,,548,,0,,212,,2248,,3565,,19,,0,
020686,20180331,20180430,0,SYNCHRONY FINANCIAL,Q1Y18,,,5300,,56570,,95559,,14356,,18144,,21015,,0,,0,,114,,640,,640,,640,,35371,,0,,,,3618,,81203,,640,,0,,847,,,4,0,,0,,4319,,14356,,14356,,207,,0,
020779,20180131,20180228,0,CISCO SYSTEMS INC,Q4Y17,86050,,42347,,1060,,131510,,51982,,73683,,25625,,0,,0,,2861,,-8778,,-8778,,-8778,,77607,,18359,,35364,,18539,,79528,,-8778,,406,,3232,,3113,,0,,0,,11887,,51982,,51982,,12010,,0,
020779,20180131,20180331,0,CISCO SYSTEMS INC,Q4Y17,86050,,42347,,1060,,131510,,51982,,73683,,25625,,0,,0,,2861,,-8778,,-8778,,-8778,,77607,,18359,,35364,,18539,,79528,,-8778,,406,,3232,,3113,,0,,0,,11887,,51982,,51982,,12010,,0,
020779,20180131,20180430,0,CISCO SYSTEMS INC,Q4Y17,86050,,42347,,1060,,131510,,51982,,73683,,25625,,0,,0,,2861,,-8778,,-8778,,-8778,,77607,,18359,,35364,,18539,,79528,,-8778,,406,,3232,,3113,,0,,0,,11887,,51982,,51982,,12010,,0,
020823,20180131,20180430,0,HEALTHEQUITY INC,Q4Y17,265.396,,95.927,,2.42,,369.159,,346.274,,240.269,,0,,0,,0,,0,,5.905,,5.905,,5.905,,346.274,,18.07,,20.49,,2.395,,22.885,,5.905,,0.078,,6.728,,7.836,,0,,0,,60.436,,346.274,,346.274,,0.823,,0,
020953,20180131,20180331,0,DEERE & CO-PRE FASB,Q4Y17,,,14689.5,,7894.3,,31767.3,,9252.6,,2617.1,,5572.5,,0,,0,,193,,-535.1,,-535.1,,-535.1,,14851.4,,0,,,,7546.4,,22488.4,,-535.1,,637.4,,729.1,,5733,,0,,0,,5973.9,,9252.6,,9264.9,,1263.8,,0,
020953,20180131,20180430,0,DEERE & CO-PRE FASB,Q4Y17,,,14689.5,,7894.3,,31767.3,,9252.6,,2617.1,,5572.5,,0,,0,,193,,-535.1,,-535.1,,-535.1,,14851.4,,0,,,,7546.4,,22488.4,,-535.1,,637.4,,729.1,,5733,,0,,0,,5973.9,,9252.6,,9264.9,,1263.8,,0,
020954,20180131,20180331,0,NAVISTAR INTL-PRE FASB,Q4Y17,,,1106,,1166,,4455,,-4589,,947,,3361,,0,,0,,,,-73,,-73,,-73,,-1222,,0,,,,4223,,9038,,-73,,-12,,-55,,1071,,2,,0,,1867,,-4587,,-4583,,11,,0,
020954,20180131,20180430,0,NAVISTAR INTL-PRE FASB,Q4Y17,,,1106,,1166,,4455,,-4589,,947,,3361,,0,,0,,,,-73,,-73,,-73,,-1222,,0,,,,4223,,9038,,-73,,-12,,-55,,1071,,2,,0,,1867,,-4587,,-4583,,11,,0,
